#separator:Semicolon
#html:false
#columns:Traditional;Reading;Definition;Simplified;tag
#notetype:Chinese (Trad and Simp)
#deck:tianguancifu
覆蓋;fu4gai4;"VERB

1 cover 莊稼上面覆蓋著一層霜。 Zhuāngjia shàngmian fùgàizhe yī̠ céng ²shuāng. The crops were covered by frost.

2 spread/extend to; involve; affect

<hr style='width: 30%'>

NOUN

plant cover; vegetation";覆盖;hsk7-9
體表;ti3biao3;"NOUN

1 surface of the human the body; skin

2 thermometer";体表;
變化;bian4hua4;"VERB

change; vary

<hr style='width: 30%'>

NOUN

change; transformation 情況有變化嗎? Qíngkuàng yǒu biànhuà ma? Is there any change in the situation?";变化;
堅持;jian1chi2;"VERB

persist in; insist on 他堅持要走。 Tā jiānchí yào zǒu. He insisted on leaving.";坚持;
持續;chi2xu4;"VERB

continue; persist 北方持續三年乾旱。 Běifāng chíxù sān nián gānhàn. The north has suffered from drought for

3 consecutive years.

<hr style='width: 30%'>

NOUN

, lg. duration; preservation";持续;
存活;cun2huo2;"VERB

1 survive; subsist; sustain; remain alive; live

2 keep sth. alive";;hsk3
毫無;hao2wu2;"VERB

PHRASE

completely lack

<hr style='width: 30%'>

ADVERB

not in the least 對大家的幫助他毫無表示。 Duì dàjiā de bāngzhù tā háowú biǎoshì. He showed no gratitude for everyone's help.";毫无;hsk7-9
交易;jiao1yi4;"NOUN

 

<hr style='width: 30%'>

VERB

deal; trade; transaction";;hsk3
極限;ji2xian4;"NOUN

limit/maximum";极限;hsk7-9
組成;zu3cheng2;"R.VERB

form; make up/into; compose 委員會由五位成員組成。 Wěiyuánhuì yóu wǔ ²wèi chéngyuán zǔchéng. The committee consists of five members.";组成;hsk3
名稱;ming2cheng1;"NOUN

1 name (of a thing/organization)

2 designation

3 term";名称;hsk3
喜好;xi3hao4;"VERB

like; love; be fond of";;hsk7-9
命名;ming4ming2;"VERB

OBJECT CONSTRUCTION

name (sb./sth.) 那條街名是以一個將軍的名字命名的。 Nà tiáo jiēmíng shì yǐ yị̄ ge jiāngjun de míngzi mìngmíng de. That street is named after a general.

<hr style='width: 30%'>

NOUN

denomination";;hsk7-9
燕子;yan4zi5;"NOUN

swallow (bird)";;hsk7-9
石楠;shi2nan2;"NOUN

, bot. Chinese photinia; heath

M: ²kē / 棵";;hsk3
穿梭;chuan1suo1;"VERB

shuttle back and forth";;hsk3
斷句;duan4ju4;"VERB

OBJECT CONSTRUCTION

1 make pauses in reading unpunctuated writing

2 punctuate";断句;
知識;zhi1shi5;"NOUN

knowledge";知识;hsk1
增加;zeng1jia1;"VERB

increase; raise; add 學生人數增加了一倍。 Xuésheng rénshù zēngjiāle yị̄ ²bèi. The number of students has doubled.";;hsk3
明月;ming2yue4;"NOUN

1 moon

M: lún / 輪

2 wr. legendary luminous pearl";;hsk3
教主;jiao4zhu3;"NOUN

founder of a religion

M: ²wèi / 位";;hsk3
皮膚;pi2fu1;"NOUN

skin";皮肤;hsk5
折騰;zhe1teng5;"VERB

, coll.

1 toss and turn

2 do sth. over and over again 折騰了半天, 結果什麼都沒做成。 Zhētengle bàntiān, jiéguǒ shénme dōu méi zuòchéng. We did it over and over again for quite a while but we accomplished nothing.

3 range back and forth

4 maneuver

5 cause physical/mental suffering

6 squander; spend freely 他的錢很快就折騰完了。 Tā de ²qián hěn kuài jiù zhēteng wán le. Pretty soon he squandered all his money.";折腾;hsk7-9
拼命;pin1ming4;"VERB

OBJECT CONSTRUCTION

1 risk one's life

2 make a death-defying effort 你這是在拼命啊! Nǐ zhè shì zài pīnmìng a! You are working yourself to death!";;hsk7-9
相仿;xiang1fang3;"VERB

be similar; be more or less same";;hsk3
意識;yi4shi5;"NOUN

consciousness; mentality See also yìshi dào";意识;hsk5
模糊;mo2hu5;"STATIC VERB

blurred; dim; vague; fuzzy

<hr style='width: 30%'>

VERB

blur; obscure; confuse 眼淚模糊了他的視線。 Yǎnlèi móhule tā de shìxiàn. Tears blurred his vision.";;hsk5
提醒;ti2xing3;"VERB

remind; warn; alert to 我提醒他該休息了。 Wǒ tíxǐng tā gāi xiūxi le. I reminded him it was time to have a rest.";;hsk4
報告;bao4gao4;"VERB

report; make known 向上級報告。 xiàng shàngjí bàogào. report to the boss.

<hr style='width: 30%'>

NOUN

1 report; speech

2 (student) term paper";报告;
稟告;bing3gao4;"VERB

report (to superior)";禀告;
凌晨;ling2chen2;"NOUN

before dawn";;hsk7-9
乘船;cheng2chuan2;"VERB

OBJECT CONSTRUCTION

take a ship";;hsk3
異動;yi4dong4;"NOUN

1 unusual action

2 changes; reshuffle";异动;
家眷;jia1juan4;"NOUN

1 wife and children; one's family

2 wife";;hsk3
僕從;pu2cong2;"NOUN

footman; retainer; retinue

M: ²wèi / 位";仆从;
邋遢;la1ta5;"STATIC VERB

, coll. slovenly; sloppy 我了解他, 他很邋遢。 Wǒ liạ̌ojiě tā, tā hěn lāta. I know him well. He's very sloppy.";;hsk3
狼藉;lang2ji2;"VERB

PHRASE

1 in disorder

2 notorious";;hsk3
屬下;shu3xia4;"NOUN

subordinate";属下;
增派;zeng1pai4;"VERB

send more (people)";;hsk3
監視;jian1shi4;"VERB

1 keep watch on; keep a lookout over 衛兵監視著周圍的動靜。 Wèibīng jiānshìzhe zhōuwéi de dòngjing. The guards are keeping watch on the surroundings.

2 monitor";监视;hsk7-9
變態;bian4tai4;"NOUN

1 bio. metamorphosis

2 psy. abnormality 也許他有些心理變態。 Yẹ̌xǔ tā yǒuxiē xīnlǐ biàntài. Maybe he's a bit mentally unstable.

<hr style='width: 30%'>

ATTRIBUTIVE

abnormal; anomalous";变态;
盡早;jin4zao3;"ADVERB

as early as possible 我們盡早出發。 Wǒmen jìnzǎo chūfā. Let's leave as early as possible.";尽早;hsk7-9
目前;mu4qian2;"NOUN

1 in front of one's eyes

2 at present; at the moment 我目前沒有這個打算。 Wǒ mùqián méiyǒu zhège dǎsuan. I don't have this plan at present.";;hsk3
端倪;duan1ni2;"NOUN

clue; inkling 這件事兒已經初見端倪。 Zhèi jiàn shìr yǐjing chū jiàn duānní. I'm beginning to see the clue to this matter.

<hr style='width: 30%'>

VERB

predict";;hsk3
身份;shen1fen5;"NOUN

1 identity; status; capacity 他是個身分不明的人。 Tā shì ge shēnfen bùmíng de rén. He's an unknown.

2 dignity";;hsk4
倒霉;dao3mei2;"STATIC VERB

be out of luck 我真倒霉。 Wǒ zhēn dǎoméi. I am really unlucky.";;hsk7-9
好心;hao3xin1;"NOUN

good intention; kind heart

M: ¹kē / piàn / 顆 / 片";;hsk7-9
翼翼;yi4yi4;"wr.  

<hr style='width: 30%'>

REDUPLICATED FORM

1 in neat formation; in orderly array

2 robust; vigorous

3 thriving; prosperous

4 numerous";;hsk3
眼皮;yan3pi2;"NOUN

eyelid";;hsk3
接話;jie1hua4;"VERB

OBJECT CONSTRUCTION

1 receive a message

2 interject remarks";接话;
刀劍;dao1jian4;"NOUN

sword; knife; cutlery

M: fù / 副";刀剑;
誤傷;wu4shang1;"VERB

accidentally injure

<hr style='width: 30%'>

NOUN

accidental injury";误伤;
酬金;chou2jin1;"NOUN

monetary reward

M: ²bǐ / 筆";;hsk3
精神;jing1shen5;"NOUN

vigor

<hr style='width: 30%'>

STATIC VERB

animated See also jīngshén";;hsk3
驚嚇;jing1xia4;"VERB

 

<hr style='width: 30%'>

NOUN

scare 孩子受了驚嚇, 哇地一聲哭了起來。 Háizi shòule jīngxià, ²wā de yī̠ shēng kūle qǐlai. The child was frightened and began to bawl.";惊吓;
過度;guo4du4;"VERB

OBJECT CONSTRUCTION

go beyond the normal limit; overdo

<hr style='width: 30%'>

ADVERB

excessively; unduly; hyper 他吸煙過度, 得了肺癌。 Tā xīyān guòdù, déle fèi'ái. He smoked excessively and now has lung cancer.";过度;hsk5
妓女;ji4nü3;"NOUN

prostitute

M: ge / míng / 個 / 名";;hsk3
病患;bing4huan4;"NOUN

1 disease; illness; sickness

2 patient

M: ge / ²wèi / 個 / 位";;hsk3
為人;wei2ren2;"VERB

OBJECT CONSTRUCTION

behave; conduct oneself 他為人正直。 Tā wéirén zhèngzhí. He's a man of upright character.

<hr style='width: 30%'>

NOUN

, coll. personal character/makeup 他母親的為人很好。 Tā mǔqin de wéirén hẹ̌n hǎo. His mother has a very kind way with people.

<hr style='width: 30%'>

ATTRIBUTIVE

endearing; having a way with people See also wèi rén";为人;hsk7-9
仔細;zi3xi4;"STATIC VERB

1 careful; attentive 仔細想想。 Zǐxì xiạ̌ngxiang. Think carefully.

2 topo. frugal; economical 她過得很仔細。 ²Tā guò de hěn zǐxì. She's leading a frugal life.

<hr style='width: 30%'>

VERB

be careful; look out";仔细;hsk5
游歷;you2li4;"VERB

travel for pleasure/information";游历;
行醫;xing2yi1;"VERB

OBJECT CONSTRUCTION

practice medicine 他決定去農村行醫。 Tā juédìng qù nóngcūn xíngyī. He's decided to practice medicine in the countryside.";行医;
污蔑;wu1mie4;"NOUN

 

<hr style='width: 30%'>

VERB

1 slander; smear 他的誣蔑不會得逞。 Tā de wūmiè bụ̀ huì déchěng. His slander won't work.

2 defile";;hsk3
謠言;yao2yan2;"NOUN

rumors";谣言;hsk7-9
公道;gong1dao4;"NOUN

justice See also gōngdao";;hsk7-9
荒墳;huang1 fen2;"desolate tomb; deserted grave";荒坟;
區別;qu1bie2;"VERB

distinguish; differentiate

<hr style='width: 30%'>

NOUN

distinction; difference; differentiation 他們之間沒有區別。 Tāmen zhījiān méiyǒu qūbié. There's no difference between them.";区别;
讀書;du2shu1;"VERB

OBJECT CONSTRUCTION

1 study

2 attend school See also ²dú shū";读书;hsk1
嗓子;sang3zi5;"NOUN

1 throat; larynx 她清了一下嗓子後開始唱歌。 ²Tā ²qīngle yị̄xià sǎngzi hòu kāishǐ chànggē. She cleared her throat and started to sing.

2 voice";;hsk7-9
休整;xiu1zheng3;"VERB

, mil. rest and reorganize";;hsk3
客棧;ke4zhan4;"PLACE WORD

inn

M: jiā / 家";客栈;
殘缺;can2que1;"VERB

PHRASE

incomplete; fragmentary";残缺;hsk7-9
屍骸;shi1hai2;"NOUN

skeleton

M: ³jù / 具";尸骸;
隱約;yin3yue1;"VERB

PHRASE

indistinct; faint 我隱約聽見有音樂聲。 Wǒ yǐnyuē tīngjiàn yǒu yīnyuè shēng. I faintly hear the sound of music.";隐约;hsk7-9
黑店;hei1dian4;"PLACE WORD

inn run by brigands

M: ge / ⁴zuò / 個 / 座";;hsk3
執意;zhi2yi4;"VERB

1 insist on; be bent on 她執意要去。 ²Tā zhíyì yào qù. She insists on going.

2 hold to one's opinion";执意;hsk7-9
調息;tiao2xi1;"VERB

OBJECT CONSTRUCTION

1 regulate one's breath

2 adjust interest rates";调息;
郎中;lang2zhong1;"NOUN

1 topo. herbal doctor

2 hist. secretary-general of a ministry

3 trickster

M: ge / míng / ²wèi / 個 / 名 / 位";;hsk3
羸弱;lei2ruo4;"STATIC VERB

thin and weak; frail";;hsk3
殘障;can2zhang4;"NOUN

handicap; disability";残障;
何以;he2yi3;"ADVERB

, wr. how?; why?";;hsk3
蒼蠅;cang1ying5;"NOUN

, zoo. fly

M: ²zhī / 隻";苍蝇;hsk7-9
白凈;bai2jing5;"STATIC VERB

fair and clear (of skin)";白净;
教誨;jiao4hui4;"wr

<hr style='width: 30%'>

VERB

teach; instruct; admonish

<hr style='width: 30%'>

NOUN

teaching; instruction; admonition";教诲;
狹隘;xia2ai4;"STATIC VERB

1 narrow

2 narrow and limited; parochial; narrow-minded 你的看法很狹隘。 Nǐ de kànfǎ hěn xiá'ài. Your viewpoint is too narrow.";狭隘;hsk7-9
反思;fan3si1;"VERB

rethink 很多人都在反思這場運動。 Hěn duō rén dōu zài fǎnsī zhè ²chǎng yùndòng. Many people are rethinking this movement.

<hr style='width: 30%'>

NOUN

1 rethinking

2 introspection";;hsk7-9
過程;guo4cheng2;"NOUN

course; process; history 幹什麼都要有一個過程。 Gàn shénme dōu yào yǒu yị̄ ge guòchéng. The process of learning is a part of any work.";过程;
夢境;meng4jing4;"NOUN

dreamworld; dreamland; dream";梦境;
吸入;xi1ru4;"NOUN

inhalation; suction; absorption

<hr style='width: 30%'>

VERB

imbibe";;hsk3
無邊;wu2bian1;"VERB

PHRASE

boundless; brimless";无边;hsk6
立即;li4ji2;"ADVERB

immediately; at once; promptly 請立即回復。 Qǐng lìjí huífù. Please reply immediately.";;hsk4
弱智;ruo4zhi4;"STATIC VERB

1 retarded; mentally deficient

2 (slang) stupid";;hsk3
宛如;wan3ru2;"CONJUNCTION

be just like";;hsk3
但凡;dan4fan2;"ADVERB

in every case; so long as; whoever; whenever; whatever; all";;hsk3
正面;zheng4mian4;"NOUN

1 obverse/right side

2 front; facade

<hr style='width: 30%'>

ATTRIBUTIVE

positive 多做正面教育。 Duō zuò zhèngmiàn jiàoyù. Give more positive education.

<hr style='width: 30%'>

ADVERB

directly; openly 給他正面答復。 Gěi tā zhèngmiàn dáfù. Reply to him frankly.";;hsk7-9
寒酸;han2suan1;"STATIC VERB

1 wretched; poverty-stricken

2 unpresentable (dress/gifts/etc.)";;hsk3
成本;cheng2ben3;"NOUN

(net) cost";;hsk5
令人;ling4ren2;"VERB

OBJECT CONSTRUCTION

cause/make one to ...

<hr style='width: 30%'>

NOUN

a virtuous man; a sage";;hsk3
視線;shi4xian4;"NOUN

line of sight/vision";视线;hsk7-9
捕魚;bu3yu2;"VERB

OBJECT CONSTRUCTION

fish; catch fish";捕鱼;
困獸;kun4shou4;"NOUN

cornered beast

M: ²zhī / 隻";困兽;
緊密;jin3mi4;"STATIC VERB

1 close together; inseparable

2 rapid and intense

3 precise; concise";紧密;hsk4
纏繞;chan2rao4;"VERB

1 twine; bind; wind

2 worry; harass

<hr style='width: 30%'>

NOUN

entanglement";缠绕;
齷齪;wo4chuo4;"STATIC VERB

1 dirty; filthy

2 wr. narrow-minded

3 narrow; small";龌龊;
偷窺;tou1kui1;"VERB

secretly look at; peep at";偷窥;hsk7-9
不再;bu4zai4;"ADVERB

no more/longer 這孩子不再害怕上學了。 Zhè háizi bụ̀zài hàipà shàngxué le. This child is no longer afraid of going to school.";;hsk6
殘留;can2liu2;"VERB

remain; be left over";残留;hsk7-9
氣息;qi4xi1;"NOUN

1 breath

2 flavor; taste 這部話劇充滿了農村生活的氣息。 Zhè ²bù huàjù chōngmǎnle nóngcūn shēnghuó de qìxī. The stage play is full of the flavor of rural life.";气息;hsk7-9
勝算;sheng4suan4;"NOUN

, wr. stratagem that ensures success

<hr style='width: 30%'>

VERB

be sure of success";胜算;
反掌;fan3zhang3;"VERB

OBJECT CONSTRUCTION

turn over one's hand--a most easy thing to do";;hsk3
人道;ren2dao4;"NOUN

1 human sympathy; humanitarianism

2 Budd. the “human way” (one of the stages in the cycle of reincarnation)  ID. be able to perform sexually (of males)
	不能人道 bùnéng réndào be impotent

<hr style='width: 30%'>

STATIC VERB

humane 見死不救不人道。 Jiànsǐbụ̀jiù bù réndào. It's inhumane to see sb. in a life-and-death situation without trying to help.";;hsk7-9
老闆;lao3ban3;"NOUN

1 shopkeeper; proprietor; boss

M: ge / míng / ²wèi / 個 / 名 / 位

2 old woodcut edition";老板;
絕殺;jue2sha1;"verb give a fatal blow; knock out  noun deadly strike; fatal move (as in chess, etc.)";绝杀;
惡名;e4ming2;"NOUN

a bad reputation; infamy";恶名;
養子;yang3zi3;"NOUN

adopted/foster son

<hr style='width: 30%'>

VERB

OBJECT CONSTRUCTION

bear or bring up children";养子;
門楣;men2mei2;"NOUN

1 (door) lintel

2 family status";门楣;
聲勢;sheng1shi4;"NOUN

1 impetus; momentum

2 prestige and power";声势;
直接;zhi2jie1;"STATIC VERB

 

<hr style='width: 30%'>

ADVERB

direct; immediate 你可以直接給我打電話。 Nǐ kẹ̌yǐ zhíjiē gẹ̌i wǒ dǎ diànhuà. You may call me directly.";;hsk3
門派;men2pai4;"NOUN

sect";门派;
山莊;shan1zhuang1;"PLACE WORD

mountain village/villa

M: ⁴zuò / 座";山庄;
盛況;sheng4kuang4;"NOUN

grand occasion; spectacular event 這次盛況是由電視現場直播的。 Zhècì shèngkuàng shì yóu diànshì xiànchǎng zhíbō de. This spectacular event was televised live.";盛况;
惡人;e4ren2;"NOUN

villain; vile person

<hr style='width: 30%'>

VERB

OBJECT CONSTRUCTION

, topo. anger a person";恶人;
要挾;yao1xie2;"VERB

1 coerce 別拿這來要挾我。 Bié ná zhè lái yāoxié wǒ. Don't blackmail me with this.

2 blackmail";要挟;
境遇;jing4yu4;"NOUN

circumstances; one's lot";;hsk7-9
足以;zu2yi3;"VERB

PHRASE

sufficient/enough to";;hsk6
說明;shuo1ming2;"VERB

explain; illustrate; show 你能說明你缺席的理由嗎? Nǐ néng shuōmíng nǐ quēxí de lǐyóu ma? Can you explain the reason for your absence?

<hr style='width: 30%'>

NOUN

explanation; account";说明;hsk3
重視;zhong4shi4;"VERB

attach importance to; take sth. seriously; value 父母很重視孩子的教育。 Fùmǔ hěn zhòngshì háizi de jiàoyù. Parents attach great importance to the education of their children.";重视;hsk3
寸步;cun4bu4;"NOUN

tiny step";;hsk3
暗流;an4liu2;"NOUN

undercurrent";;hsk3
刀俎;dao1zu3;"NOUN

, wr.

1 butcher's knife and chopping block

2 oppressor; persecutor";;hsk3
野心;ye3xin1;"NOUN

wild ambition; careerism 這個人的野心很大。 Zhège rén de yěxīn hěn dà. This person has huge ambitions.";;hsk7-9
風寒;feng1han2;"NOUN

wind and cold";风寒;
風浪;feng1lang4;"NOUN

1 stormy waves; storm

2 a stormy experience

3 hardship; difficulties";风浪;hsk7-9
傾覆;qing1fu4;"VERB

overturn; topple; capsize";倾覆;
生還;sheng1huan2;"VERB

return alive";生还;
探子;tan4zi5;"NOUN

1 scout; spy; detective

M: ge / míng / 個 / 名

2 food-sampling probe";;hsk3
紛爭;fen1zheng1;"VERB

dispute; wrangle";纷争;
雙生;shuang1sheng1;"NOUN

twin";双生;
貿然;mao4ran2;"ADVERB

rashly; hastily";贸然;
闖進;chuang3jin4;"R.VERB

break/burst in";闯进;
鋪路;pu1lu4;"VERB

OBJECT CONSTRUCTION

1 pave a road

2 grease the palm

3 prepare for sth.";铺路;hsk7-9
何況;he2kuang4;"CONJUNCTION

1 much less; let alone; all the more

2 moreover";何况;hsk7-9
以來;yi3lai2;"SUFFIX

1 since
	畢業以來 bìyè yǐlái since graduation

2 above; over

<hr style='width: 30%'>

CONSTRUCTION

(zì)cóng A ∼ from A till now";以来;
調查;diao4cha2;"VERB

 

<hr style='width: 30%'>

NOUN

investigate; survey 調查工作正在進行。 Diàochá gōngzuò zhèngzài jìnxíng. The investigation is under way.";调查;
恣睢;zi4sui1;"VERB

, wr.

1 be reckless/unbridled

2 be extremely conceited";;hsk3
愚鈍;yu2dun4;"STATIC VERB

slow-witted; stupid";愚钝;
遺漏;yi2lou4;"VERB

omit; leave out";遗漏;
部分;bu4fen5;"NOUN

part; section";;hsk3
尋常;xun2chang2;"STATIC VERB

ordinary; usual; common 今天的事不尋常。 Jīntiān de ²shì bù xúncháng. What's happened today was unusual.";寻常;hsk7-9
冤死;yuan1si3;"VERB

be wrongly persecuted to death";;hsk3
先見;xian1jian4;"NOUN

foreknowledge; foresight; forethought; prophetic vision

<hr style='width: 30%'>

ATTRIBUTIVE

provident";先见;
先兄;xian1xiong1;"NOUN

my late elder brother";;hsk3
瓊漿;qiong2jiang1;"NOUN

, wr. good liquor/wine";琼浆;
蟾宮;chan2gong1;"NOUN

moon";蟾宫;
客官;ke4guan1;"NOUN

, trad. , court. Mr.; Sir

M: ²wèi / 位";;hsk3
規矩;gui1ju5;"NOUN

1 rule; custom

M: ³xiàng / ge / 項 / 個

2 social etiquette; manners 這孩子真沒規矩。 Zhèi háizi zhēn méi guīju. This child has no manners.

<hr style='width: 30%'>

STATIC VERB

1 well-behaved 你的字寫得很規矩。 Nǐ de zì xiě de hěn guīju. Your handwriting shows disciplined training.

2 gentleman-like; honest See also guījǔ";规矩;hsk7-9
爭執;zheng1zhi2;"VERB

argue opinionatedly; wrangle; dispute 他們為了一點兒小事爭執了起來。 Tāmen wèile yī̠diạ̌nr xiǎoshì zhēngzhíle qǐlai. They started to wrangle over a trifle.";争执;hsk7-9
